"id_sequence" ,"matrix"                                                                                                                                   ,"sequence"
          451 ,"[[3, 4, 9, 19, 37, 72], [1, 5, 10, 18, 35, 0], [4, 5, 8, 17, 0, 0], [1, 3, 9, 0, 0, 0], [2, 6, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"          ,"[3, 4, 9, 19, 37, 72, 143, 283, 543, 996]"
          452 ,"[[2, 3, 7, 19, 46, 102], [1, 4, 12, 27, 56, 0], [3, 8, 15, 29, 0, 0], [5, 7, 14, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[2, 3, 7, 19, 46, 102, 213, 422, 794, 1421]"
          453 ,"[[3, 4, 9, 22, 53, 124], [1, 5, 13, 31, 71, 0], [4, 8, 18, 40, 0, 0], [4, 10, 22, 0, 0, 0], [6, 12, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"     ,"[3, 4, 9, 22, 53, 124, 275, 570, 1103, 2004]"
          454 ,"[[3, 4, 10, 27, 63, 131], [1, 6, 17, 36, 68, 0], [5, 11, 19, 32, 0, 0], [6, 8, 13, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"     ,"[3, 4, 10, 27, 63, 131, 252, 458, 795, 1326]"
          455 ,"[[4, 8, 14, 24, 45, 90], [4, 6, 10, 21, 45, 0], [2, 4, 11, 24, 0, 0], [2, 7, 13, 0, 0, 0], [5, 6, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[4, 8, 14, 24, 45, 90, 179, 340, 610, 1036]"
          456 ,"[[6, 12, 21, 38, 71, 136], [6, 9, 17, 33, 65, 0], [3, 8, 16, 32, 0, 0], [5, 8, 16, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[6, 12, 21, 38, 71, 136, 262, 496, 908, 1596]"
          457 ,"[[1, 6, 17, 35, 62, 107], [5, 11, 18, 27, 45, 0], [6, 7, 9, 18, 0, 0], [1, 2, 9, 0, 0, 0], [1, 7, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"       ,"[1, 6, 17, 35, 62, 107, 192, 358, 671, 1228]"
          458 ,"[[6, 11, 18, 31, 58, 117], [5, 7, 13, 27, 59, 0], [2, 6, 14, 32, 0, 0], [4, 8, 18, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"    ,"[6, 11, 18, 31, 58, 117, 242, 489, 942, 1719]"
          459 ,"[[2, 4, 8, 16, 36, 88], [2, 4, 8, 20, 52, 0], [2, 4, 12, 32, 0, 0], [2, 8, 20, 0, 0, 0], [6, 12, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"        ,"[2, 4, 8, 16, 36, 88, 210, 464, 942, 1772]"
          460 ,"[[5, 9, 18, 37, 74, 145], [4, 9, 19, 37, 71, 0], [5, 10, 18, 34, 0, 0], [5, 8, 16, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[5, 9, 18, 37, 74, 145, 279, 523, 947, 1649]"
          461 ,"[[6, 8, 15, 31, 62, 121], [2, 7, 16, 31, 59, 0], [5, 9, 15, 28, 0, 0], [4, 6, 13, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[6, 8, 15, 31, 62, 121, 233, 440, 806, 1422]"
          462 ,"[[1, 6, 14, 31, 67, 139], [5, 8, 17, 36, 72, 0], [3, 9, 19, 36, 0, 0], [6, 10, 17, 0, 0, 0], [4, 7, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"     ,"[1, 6, 14, 31, 67, 139, 274, 512, 909, 1540]"
          463 ,"[[1, 5, 13, 28, 58, 122], [4, 8, 15, 30, 64, 0], [4, 7, 15, 34, 0, 0], [3, 8, 19, 0, 0, 0], [5, 11, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"     ,"[1, 5, 13, 28, 58, 122, 256, 519, 999, 1819]"
          464 ,"[[6, 10, 20, 41, 83, 164], [4, 10, 21, 42, 81, 0], [6, 11, 21, 39, 0, 0], [5, 10, 18, 0, 0, 0], [5, 8, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"  ,"[6, 10, 20, 41, 83, 164, 313, 573, 1004, 1686]"
          465 ,"[[3, 5, 12, 30, 70, 151], [2, 7, 18, 40, 81, 0], [5, 11, 22, 41, 0, 0], [6, 11, 19, 0, 0, 0], [5, 8, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"    ,"[3, 5, 12, 30, 70, 151, 303, 570, 1013, 1713]"
          466 ,"[[2, 8, 20, 44, 90, 173], [6, 12, 24, 46, 83, 0], [6, 12, 22, 37, 0, 0], [6, 10, 15, 0, 0, 0], [4, 5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"   ,"[2, 8, 20, 44, 90, 173, 314, 541, 890, 1406]"
          467 ,"[[4, 9, 20, 40, 73, 125], [5, 11, 20, 33, 52, 0], [6, 9, 13, 19, 0, 0], [3, 4, 6, 0, 0, 0], [1, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[4, 9, 20, 40, 73, 125, 205, 326, 506, 769]"
          468 ,"[[4, 7, 12, 20, 34, 62], [3, 5, 8, 14, 28, 0], [2, 3, 6, 14, 0, 0], [1, 3, 8, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"          ,"[4, 7, 12, 20, 34, 62, 120, 235, 448, 817]"
          469 ,"[[5, 8, 15, 30, 60, 119], [3, 7, 15, 30, 59, 0], [4, 8, 15, 29, 0, 0], [4, 7, 14, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[5, 8, 15, 30, 60, 119, 232, 439, 799, 1394]"
          470 ,"[[4, 6, 13, 27, 56, 115], [2, 7, 14, 29, 59, 0], [5, 7, 15, 30, 0, 0], [2, 8, 15, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[4, 6, 13, 27, 56, 115, 227, 424, 748, 1252]"
          471 ,"[[1, 4, 12, 31, 71, 152], [3, 8, 19, 40, 81, 0], [5, 11, 21, 41, 0, 0], [6, 10, 20, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"   ,"[1, 4, 12, 31, 71, 152, 310, 603, 1117, 1972]"
          472 ,"[[1, 2, 5, 16, 45, 108], [1, 3, 11, 29, 63, 0], [2, 8, 18, 34, 0, 0], [6, 10, 16, 0, 0, 0], [4, 6, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[1, 2, 5, 16, 45, 108, 229, 442, 793, 1342]"
          473 ,"[[2, 5, 9, 20, 46, 100], [3, 4, 11, 26, 54, 0], [1, 7, 15, 28, 0, 0], [6, 8, 13, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"       ,"[2, 5, 9, 20, 46, 100, 203, 387, 698, 1199]"
          474 ,"[[3, 9, 18, 35, 66, 120], [6, 9, 17, 31, 54, 0], [3, 8, 14, 23, 0, 0], [5, 6, 9, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"       ,"[3, 9, 18, 35, 66, 120, 211, 360, 597, 963]"
          475 ,"[[2, 8, 17, 31, 55, 98], [6, 9, 14, 24, 43, 0], [3, 5, 10, 19, 0, 0], [2, 5, 9, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"        ,"[2, 8, 17, 31, 55, 98, 174, 303, 512, 836]"
          476 ,"[[1, 2, 7, 19, 46, 102], [1, 5, 12, 27, 56, 0], [4, 7, 15, 29, 0, 0], [3, 8, 14, 0, 0, 0], [5, 6, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[1, 2, 7, 19, 46, 102, 208, 393, 695, 1162]"
          477 ,"[[3, 9, 21, 43, 82, 149], [6, 12, 22, 39, 67, 0], [6, 10, 17, 28, 0, 0], [4, 7, 11, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"    ,"[3, 9, 21, 43, 82, 149, 260, 437, 709, 1113]"
          478 ,"[[3, 7, 13, 22, 39, 76], [4, 6, 9, 17, 37, 0], [2, 3, 8, 20, 0, 0], [1, 5, 12, 0, 0, 0], [4, 7, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"         ,"[3, 7, 13, 22, 39, 76, 155, 311, 595, 1077]"
          479 ,"[[5, 9, 18, 35, 65, 116], [4, 9, 17, 30, 51, 0], [5, 8, 13, 21, 0, 0], [3, 5, 8, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[5, 9, 18, 35, 65, 116, 200, 334, 541, 851]"
          480 ,"[[5, 8, 13, 24, 46, 90], [3, 5, 11, 22, 44, 0], [2, 6, 11, 22, 0, 0], [4, 5, 11, 0, 0, 0], [1, 6, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[5, 8, 13, 24, 46, 90, 178, 348, 659, 1196]"
          481 ,"[[2, 8, 18, 38, 77, 149], [6, 10, 20, 39, 72, 0], [4, 10, 19, 33, 0, 0], [6, 9, 14, 0, 0, 0], [3, 5, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"    ,"[2, 8, 18, 38, 77, 149, 275, 485, 820, 1334]"
          482 ,"[[4, 10, 20, 35, 59, 101], [6, 10, 15, 24, 42, 0], [4, 5, 9, 18, 0, 0], [1, 4, 9, 0, 0, 0], [3, 5, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[4, 10, 20, 35, 59, 101, 177, 312, 542, 916]"
          483 ,"[[6, 9, 13, 20, 35, 70], [3, 4, 7, 15, 35, 0], [1, 3, 8, 20, 0, 0], [2, 5, 12, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"         ,"[6, 9, 13, 20, 35, 70, 148, 307, 604, 1119]"
          484 ,"[[3, 9, 17, 30, 55, 108], [6, 8, 13, 25, 53, 0], [2, 5, 12, 28, 0, 0], [3, 7, 16, 0, 0, 0], [4, 9, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[3, 9, 17, 30, 55, 108, 219, 437, 835, 1515]"
          485 ,"[[4, 7, 13, 26, 56, 124], [3, 6, 13, 30, 68, 0], [3, 7, 17, 38, 0, 0], [4, 10, 21, 0, 0, 0], [6, 11, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[4, 7, 13, 26, 56, 124, 267, 543, 1036, 1861]"
          486 ,"[[3, 4, 6, 14, 37, 89], [1, 2, 8, 23, 52, 0], [1, 6, 15, 29, 0, 0], [5, 9, 14, 0, 0, 0], [4, 5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"         ,"[3, 4, 6, 14, 37, 89, 190, 367, 655, 1098]"
          487 ,"[[6, 12, 22, 41, 78, 150], [6, 10, 19, 37, 72, 0], [4, 9, 18, 35, 0, 0], [5, 9, 17, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"    ,"[6, 12, 22, 41, 78, 150, 286, 531, 950, 1632]"
          488 ,"[[3, 4, 6, 14, 36, 86], [1, 2, 8, 22, 50, 0], [1, 6, 14, 28, 0, 0], [5, 8, 14, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"         ,"[3, 4, 6, 14, 36, 86, 187, 374, 697, 1224]"
          489 ,"[[1, 7, 14, 23, 38, 67], [6, 7, 9, 15, 29, 0], [1, 2, 6, 14, 0, 0], [1, 4, 8, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"          ,"[1, 7, 14, 23, 38, 67, 123, 225, 399, 679]"
          490 ,"[[2, 6, 13, 24, 44, 88], [4, 7, 11, 20, 44, 0], [3, 4, 9, 24, 0, 0], [1, 5, 15, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"       ,"[2, 6, 13, 24, 44, 88, 187, 394, 790, 1490]"
          491 ,"[[3, 8, 18, 35, 66, 128], [5, 10, 17, 31, 62, 0], [5, 7, 14, 31, 0, 0], [2, 7, 17, 0, 0, 0], [5, 10, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[3, 8, 18, 35, 66, 128, 253, 493, 925, 1656]"
          492 ,"[[2, 4, 12, 27, 53, 102], [2, 8, 15, 26, 49, 0], [6, 7, 11, 23, 0, 0], [1, 4, 12, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[2, 4, 12, 27, 53, 102, 199, 387, 732, 1328]"
          493 ,"[[3, 8, 19, 38, 71, 130], [5, 11, 19, 33, 59, 0], [6, 8, 14, 26, 0, 0], [2, 6, 12, 0, 0, 0], [4, 6, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"     ,"[3, 8, 19, 38, 71, 130, 235, 416, 715, 1188]"
          494 ,"[[5, 7, 12, 25, 52, 106], [2, 5, 13, 27, 54, 0], [3, 8, 14, 27, 0, 0], [5, 6, 13, 0, 0, 0], [1, 7, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[5, 7, 12, 25, 52, 106, 213, 418, 791, 1433]"
          495 ,"[[4, 5, 10, 24, 55, 118], [1, 5, 14, 31, 63, 0], [4, 9, 17, 32, 0, 0], [5, 8, 15, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[4, 5, 10, 24, 55, 118, 239, 459, 838, 1459]"
          496 ,"[[6, 12, 23, 43, 77, 132], [6, 11, 20, 34, 55, 0], [5, 9, 14, 21, 0, 0], [4, 5, 7, 0, 0, 0], [1, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[6, 12, 23, 43, 77, 132, 218, 349, 544, 828]"
          497 ,"[[5, 6, 12, 25, 50, 100], [1, 6, 13, 25, 50, 0], [5, 7, 12, 25, 0, 0], [2, 5, 13, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[5, 6, 12, 25, 50, 100, 201, 397, 755, 1370]"
          498 ,"[[5, 6, 12, 28, 63, 134], [1, 6, 16, 35, 71, 0], [5, 10, 19, 36, 0, 0], [5, 9, 17, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[5, 6, 12, 28, 63, 134, 270, 516, 937, 1622]"
          499 ,"[[5, 6, 10, 19, 40, 89], [1, 4, 9, 21, 49, 0], [3, 5, 12, 28, 0, 0], [2, 7, 16, 0, 0, 0], [5, 9, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"        ,"[5, 6, 10, 19, 40, 89, 195, 404, 783, 1424]"
          500 ,"[[5, 8, 17, 35, 68, 128], [3, 9, 18, 33, 60, 0], [6, 9, 15, 27, 0, 0], [3, 6, 12, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"      ,"[5, 8, 17, 35, 68, 128, 236, 425, 743, 1256]"
